ENTRY_AC	ENTRY_TYPE	ENTRY_NAME
IPR027532	family	Mitochondrial distribution and morphology protein 12
IPR027533	family	Very-long-chain 3-oxoacyl-CoA reductase, fungal
IPR027534	family	Ribosomal protein L12 family
IPR027535	family	Sulfate adenylyltransferase
IPR027536	family	Mitochondrial distribution and morphology protein 34
IPR027537	family	Maintenance of mitochondrial morphology protein 1
IPR027538	family	Get 1, fungi
IPR027539	family	Mitochondrial distribution and morphology protein 10
IPR027540	family	Ubiquinone biosynthesis protein Coq4, eukaryotes
IPR027541	family	Arsenical pump-driving ATPase
IPR027542	family	Arsenical pump ATPase, ArsA/GET3, eukaryotic
IPR027543	family	Lon protease, bacterial
IPR027544	family	Shikimate kinase 2
IPR027545	family	Kynurenine 3-monooxygenase
IPR027546	family	Sirtuin, class III
IPR027548	family	Ribosomal protein S19e, archaeal
IPR027549	family	Arginine decarboxylase proenzyme
IPR027550	family	MSEP-CTERM protein
IPR027551	family	Exosortase K
IPR027554	family	Methyltransferase, Rta_06860 family
IPR027555	family	tRNA (Mo5U34)-methyltransferase-like
IPR027556	family	Heavy-Cys/GCP-CTERM domain protein
IPR027557	family	Archaeosortase ArtF
IPR027559	family	B12-binding domain/radical SAM domain protein, rhizo-twelve system
IPR027561	family	Thaumarchaeosortase
IPR027562	family	Histidine-histamine antiporter
IPR027563	family	Pyridoxal-phosphate-dependent protein EgtE
IPR027564	family	Hopanoid C-3 methylase HpnR
IPR027565	family	Cupin fold metalloprotein, WbuC family
IPR027566	family	Putrescine transporter PotE
IPR027567	family	Exosortase XrtM
IPR027568	family	Ornithine decarboxylase SpeF
IPR027569	family	GeoRSP system PqqD family protein
IPR027570	family	GeoRSP system radical SAM/SPASM protein
IPR027571	family	GeoRSP system SPASM domain protein
IPR027572	family	Putative folate metabolism protein, CADD family
IPR027573	family	Methyltransferase, FxLD system
IPR027574	family	Thiaminase II
IPR027575	family	FxLD family lantipeptide
IPR027577	family	5-histidylcysteine sulfoxide synthase
IPR027580	family	EXLDI protein
IPR027581	family	ACGX-repeat peptide
IPR027582	family	Amanitin/phalloidin toxin
IPR027583	family	Radical SAM/SPASM domain protein, ACGX system
IPR027584	family	Entry exclusion lipoprotein TrbK
IPR027585	family	Pantocin A family RiPP precursor
IPR027586	family	Putative radical SAM/SPASM metalloenzyme maturase
IPR027587	family	Conjugative transfer region protein TrbK
IPR027588	family	XXXCH domain family
IPR027590	family	PQQ system protein
IPR027591	family	CofD-related protein, GAK system
IPR027592	family	ATP-grasp enzyme, GAK system
IPR027593	family	Aromatic cluster surface protein
IPR027594	family	Methanogenesis multiheme c-type cytochrome
IPR027595	family	Conserved hypothetical protein CHP04338
IPR027596	family	AmmeMemoRadiSam system radical SAM enzyme
IPR027597	family	HprK-related kinase B
IPR027599	family	PqqD family protein, HPr-rel-A system
IPR027600	family	HprK-related kinase A
IPR027601	family	Cys-rich peptide, Clo7bot family
IPR027602	family	Poly-gamma-glutamate system protein
IPR027603	family	Putative transferase, LIC12162 family
IPR027604	family	Tungsten cofactor oxidoreducase radical SAM maturase
IPR027605	family	Putative ornithine decarboxylase, Lactobacillus
IPR027608	family	Spirochetes SPASM protein
IPR027609	family	Putative 7-carboxy-7-deazaguanine synthase QueE, Proteobacteria
IPR027610	family	Sporadic carbohydrate cluster protein, LIC12192 family
IPR027611	family	Sporadic carbohydrate cluster 2-oxoglutarate-Fe(II) oxygenase
IPR027612	family	Putative methyltransferase, LIC12133 family
IPR027613	family	Surface carbohydrate biosynthesis protein, LIC13510 family
IPR027614	family	Predicted outer membrane protein, Leptospiraceae
IPR027615	family	Putative TOMM peptide
IPR027616	family	CRISPR-associated protein Cas4, PREFRAN subtype
IPR027617	family	CRISPR-associated endonuclease Cas1, PREFRAN subtype
IPR027619	family	Putative C-S lyase
IPR027620	family	CRISPR-associated endonuclease Cas12a
IPR027621	family	Putative 7-cyano-7-deazaguanosine (preQ0) biosynthesis protein QueE
IPR027622	family	Radical SAM/SPASM domain-containing Clo7bot peptide maturase
IPR027623	family	AmmeMemoRadiSam system protein A
IPR027624	family	Thiazole/oxazole-forming peptide maturase, SagD family component
IPR027626	family	Pseudo-rSAM protein/SPASM domain protein
IPR027627	family	Putative glycosyltransferase
IPR027628	family	Conjugal transfer/type IV secretion protein DotA/TraY
IPR027629	family	Putative protein phosphatase DevT-like
IPR027631	family	[FeFe] hydrogenase, group B1/B3
IPR027632	family	Type 2 lantibiotic, SP_1948 family
IPR027633	family	Putative heme D1 biosynthesis radical SAM protein NirJ2
IPR027634	family	Radical SAM protein, BA_1875 family
IPR027639	family	ComB, archaeal
IPR027640	family	Kinesin-like protein
IPR027641	family	Wiskott-Aldrich syndrome protein
IPR027644	family	Protein diaphanous homologue 2
IPR027645	family	Formin-E/D
IPR027647	family	FH1/FH2 domain-containing protein 1
IPR027649	family	Inverted formin-2
IPR027651	family	FH1/FH2 domain-containing protein 3
IPR027652	family	Pre-mRNA-processing-splicing factor 8
IPR027653	family	Formin, protein diaphanous homologue 1
IPR027654	family	Formin, protein diaphanous homologue 3
IPR027655	family	Formin-like protein 3
IPR027656	family	Formin-like protein 2
IPR027657	family	Formin-like protein 1
IPR027659	family	Beta-sarcoglycan
IPR027660	family	Gamma-sarcoglycan
IPR027661	family	Delta-sarcoglycan
IPR027662	family	Zeta-sarcoglycan
IPR027663	family	Dynactin subunit 1
IPR027664	family	Actin-related protein 5
IPR027666	family	Actin-related protein T2
IPR027668	family	Actin-related protein 8/Plant actin-related protein 9
IPR027669	family	P2Y purinoceptor 8
IPR027670	family	Exostosin-1
IPR027673	family	Exostosin-2
IPR027675	family	Exostosin-like 1
IPR027676	family	P2Y purinoceptor 10, predicted
IPR027677	family	P2Y11 purinoceptor
IPR027679	family	Actin-like protein 7A
IPR027680	family	Actin-like protein 7B
IPR027681	family	I-BAR domain containing protein IRSp53/IRTKS/Pinkbar
IPR027682	family	I-BAR domain containing protein MTSS1
IPR027683	family	Testin
IPR027684	family	Tubulin-specific chaperone C
IPR027685	family	Shroom family
IPR027686	family	Shroom2
IPR027687	family	Shroom4
IPR027689	family	Teneurin-2/3
IPR027691	family	Teneurin-4
IPR027692	family	Neurofilament light polypeptide
IPR027694	family	Phakinin
IPR027695	family	Keratin, type I cytoskeletal 18
IPR027697	family	Neurofilament medium polypeptide
IPR027699	family	Vimentin
IPR027700	family	Peripherin/Plasticin
IPR027701	family	Glial fibrillary acidic protein
IPR027702	family	Syncoilin
IPR027703	family	Alpha-internexin
IPR027705	family	Flotillin family
IPR027706	family	PGP phosphatase, mitochondrial/chloroplastic
IPR027707	family	Troponin T
IPR027708	family	Troponin T, fast skeletal muscle
IPR027710	family	Enkurin domain-containing protein 1
IPR027711	family	Rmd5
IPR027712	family	Heat shock factor protein 2
IPR027713	family	Protein Ssh4, Saccharomycetales
IPR027714	family	Protein Fyv10/Macrophage erythroblast attacher
IPR027717	family	Girdin
IPR027719	family	Protein Daple
IPR027725	family	Heat shock transcription factor family
IPR027726	family	E3 ubiquitin-protein ligase Trim36
IPR027727	family	Midline-1
IPR027728	family	Topless family
IPR027729	family	Heat shock factor protein 3
IPR027730	family	Heat shock transcription factor, Y-linked
IPR027731	family	Microtubule-associated protein 1A/1B light chain 3C
IPR027734	family	Dynein assembly factor 1, axonemal
IPR027735	family	EB2, vertebrate
IPR027736	family	Heat shock factor protein 5
IPR027738	family	EB3
IPR027739	family	EB1, Metazoa
IPR027741	family	Dynamin-1
IPR027742	family	Protein hunchback
IPR027746	family	Probable tubulin-tyrosine ligase
IPR027748	family	Tubulin polyglutamylase TTLL-4
IPR027749	family	Tubulin--tyrosine ligase-like protein 12
IPR027750	family	Tubulin polyglutamylase TTLL1
IPR027751	family	Probable tubulin polyglutamylase TTLL9
IPR027752	family	Protein polyglycylase TTLL10
IPR027753	family	Tubulin monoglycylase TTLL3
IPR027754	family	Tubulin polyglutamylase TTLL6
IPR027756	family	Ovo-like
IPR027757	family	RE1-silencing transcription factor
IPR027758	family	Zinc finger protein 131
IPR027759	family	Trihelix transcription factor GT3
IPR027760	family	Zinc finger protein 518A
IPR027761	family	NudC domain-containing protein 3
IPR027764	family	Zinc finger protein 18
IPR027765	family	Zinc finger protein PLAG1/PLAGL2
IPR027766	family	Alpha-adducin
IPR027767	family	Zinc finger protein 496
IPR027770	family	Zinc finger protein PLAGL1
IPR027772	family	Gamma-adducin
IPR027773	family	Beta-adducin
IPR027776	family	Sperm-associated antigen 4 protein
IPR027777	family	Dynactin subunit 6
IPR027778	family	Zinc finger protein 174
IPR027784	family	Structure-specific endonuclease subunit Slx4, ascomycetes
IPR027786	family	Nse4/EID family
IPR027790	family	S-adenosylmethionine synthase
IPR027796	family	OTT_1508-like deaminase
IPR027801	family	Centromere protein P
IPR027809	family	C5a anaphylatoxin chemotactic receptor 2
IPR027812	family	Protein of unknown function DUF4653
IPR027813	family	Protein of unknown function DUF4642
IPR027814	family	Protein of unknown function DUF4562
IPR027816	family	Membrane-anchored junction protein
IPR027818	family	Sperm acrosome-associated protein 9
IPR027819	family	Guanine nucleotide exchange C9orf72
IPR027821	family	Shieldin complex subunit 1
IPR027822	family	Protein of unknown function DUF4641
IPR027825	family	Protein of unknown function DUF4522
IPR027827	family	Protein of unknown function DUF4523
IPR027828	family	Protein of unknown function DUF4465
IPR027829	family	Protein of unknown function DUF4625
IPR027833	family	Domain of unknown function DUF4525
IPR027834	family	Pre-T-cell antigen receptor
IPR027835	family	Transmembrane protein 174
IPR027836	family	Protein of unknown function DUF4529
IPR027837	family	Kinocilin protein
IPR027839	family	Protein of unknown function DUF4432
IPR027840	family	Protein of unknown function DUF4493
IPR027842	family	Protein of unknown function DUF4449
IPR027844	family	Protein of unknown function DUF4507
IPR027845	family	Protein of unknown function DUF4548
IPR027846	family	Cytochrome b-245 chaperone 1
IPR027847	family	Protein of unknown function DUF4545
IPR027848	family	Protein of unknown function DUF4494
IPR027849	family	Protein of unknown function DUF4434
IPR027850	family	Protein of unknown function DUF4504
IPR027851	family	Protein of unknown function DUF4628
IPR027852	family	Steroid receptor-associated and regulated protein
IPR027853	family	Protein of unknown function DUF4492
IPR027854	family	Short transmembrane mitochondrial protein 1
IPR027856	family	Protein of unknown function DUF4573
IPR027857	family	Protein of unknown function DUF4580
IPR027858	family	Protein of unknown function DUF4516
IPR027861	family	Protein of unknown function DUF4579
IPR027862	family	Protein of unknown function DUF4534
IPR027863	family	Protein of unknown function DUF4623
IPR027864	family	Protein of unknown function DUF4597
IPR027866	family	Retroelement silencing factor 1
IPR027867	family	Spermatogenesis-associated protein 48
IPR027868	family	Protein of unknown function DUF4630
IPR027869	family	Protein of unknown function DUF4569
IPR027870	family	Protein of unknown function DUF4543
IPR027871	family	Protein of unknown function DUF4603
IPR027873	family	Protein PAXX
IPR027874	family	Testis-expressed sequence 35 protein
IPR027875	family	Protein of unknown function DUF4547
IPR027877	family	Small integral membrane protein 15
IPR027878	family	Protein of unknown function DUF4551
IPR027879	family	Protein of unknown function DUF4649
IPR027880	family	Protein of unknown function DUF4635
IPR027881	family	Protein SOGA
IPR027883	family	Protein of unknown function DUF4552
IPR027885	family	Uncharacterised protein family UPF0728
IPR027886	family	Protein of unknown function DUF4555
IPR027887	family	Protein of unknown function DUF4464
IPR027888	family	Protein of unknown function DUF4501
IPR027889	family	Coiled-coil domain-containing glutamate-rich protein family 1
IPR027890	family	Protein of unknown function DUF4491
IPR027891	family	Protein of unknown function DUF4645
IPR027892	family	Maturin
IPR027893	family	EKC/KEOPS complex subunit GON7, metazoa
IPR027894	family	Protein of unknown function DUF4620
IPR027895	family	Protein of unknown function DUF4533
IPR027896	family	Ubiquinol-cytochrome-c reductase complex assembly factor 3
IPR027897	family	Protein of unknown function DUF4559
IPR027901	family	Protein of unknown function DUF4541
IPR027902	family	Protein of unknown function DUF4487
IPR027903	family	Protein of unknown function DUF4566
IPR027905	family	Protein of unknown function DUF4572
IPR027906	family	Protein of unknown function DUF4567
IPR027908	family	Protein of unknown function DUF4640
IPR027909	family	Protein of unknown function DUF4447
IPR027912	family	Cilia- and flagella-associated protein 54
IPR027913	family	Protein of unknown function DUF4473
IPR027915	family	Protein of unknown function DUF4452
IPR027917	family	Small integral membrane protein 20
IPR027919	family	Protein of unknown function DUF4568
IPR027921	family	Protein of unknown function DUF4598
IPR027922	family	Proline-rich acidic protein 1
IPR027929	family	D-amino acid oxidase activator
IPR027930	family	Protein of unknown function DUF4609
IPR027932	family	Protein of unknown function DUF4606
IPR027937	family	Photoreceptor disk component PRCD
IPR027938	family	Adipogenin
IPR027939	family	NMT1/THI5 family
IPR027940	family	Kita-kyushu lung cancer antigen 1
IPR027941	family	Placenta-specific protein 9
IPR027943	family	FAM209 family
IPR027947	family	TMEM240 family
IPR027948	family	Protein of unknown function (DUF4436)
IPR027949	family	Petal formation-expressed
IPR027950	family	Protein of unknown function DUF4576
IPR027955	family	Protein of unknown function DUF4636
IPR027956	family	Protein of unknown function DUF4556
IPR027957	family	Protein of unknown function DUF4634
IPR027960	family	Protein of unknown function DUF4519
IPR027961	family	Protein of unknown function DUF4442
IPR027962	family	Protein of unknown function DUF4590
IPR027963	family	Meiosis-specific coiled-coil domain-containing protein MEIOC
IPR027965	family	Protein of unknown function DUF4513
IPR027966	family	FANCD2 opposite strand protein
IPR027967	family	Protein of unknown function DUF4612
IPR027968	family	Jhy protein
IPR027969	family	Small membrane A-kinase anchor protein
IPR027971	family	Elongin BC and Polycomb repressive complex 2-associated protein EPOP
IPR027972	family	Protein of unknown function DUF4489
IPR027973	family	Protein of unknown function DUF4602
IPR027975	family	TMEM71 protein family
IPR027976	family	TATA box-binding protein-associated factor 1D
IPR027977	family	Protein of unknown function DUF4621
IPR027978	family	Protein of unknown function DUF4644
IPR027979	family	Protein of unknown function DUF4655
IPR027981	family	Protein of unknown function DUF4446
IPR027983	family	Gonadotropin-releasing hormone II receptor
IPR027984	family	TMEM95 family
IPR027985	family	Rab15 effector
IPR027986	family	T-cell activation inhibitor, mitochondrial
IPR027987	family	Interleukin-31
IPR027990	family	Protein of unknown function DUF4633
IPR027993	family	Protein of unknown function DUF4495
IPR027997	family	Protein Largen/Inhibitory synaptic factor 1
IPR027998	family	Respiration factor 1
IPR028000	family	Pma1 stabilization in the Golgi protein 1
IPR028001	family	Protein of unknown function DUF4601
IPR028003	family	Keratinocyte differentiation factor 1
IPR028004	family	Protein of unknown function DUF4643
IPR028006	family	Protein of unknown function DUF4570
IPR028008	family	Protein of unknown function DUF4441
IPR028012	family	Protein of unknown function DUF4451
IPR028013	family	Protein of unknown function DUF4437
IPR028014	family	Transmembrane protein 255
IPR028015	family	Coiled-coil domain-containing protein 84
IPR028016	family	Hydroxycarboxylic acid receptor 1
IPR028017	family	Hydroxycarboxylic acid receptor 2/3
IPR028018	family	Protein of unknown function DUF4646
IPR028019	family	Protein of unknown function DUF4508
IPR028022	family	Protein of unknown function DUF4600
IPR028023	family	Small integral membrane protein 11A
IPR028024	family	Transmembrane protein 251
IPR028025	family	FAM229 protein
IPR028027	family	Protein of unknown function DUF4542
IPR028028	family	Protein of unknown function DUF4450
IPR028029	family	Signal transducer CD24
IPR028037	family	Antitoxin Rv0909/MT0933
IPR028038	family	TM140 protein family
IPR028039	family	Coiled-coil domain containing protein 32
IPR028040	family	Type 2 DNA topoisomerase 6 subunit B-like
IPR028041	family	WD repeat and coiled-coil-containing protein family
IPR028042	family	Protein of unknown function DUF4639
IPR028043	family	ATPase PAAT-like
IPR028045	family	Homologous recombination OB-fold protein
IPR028046	family	Immunity protein 75
IPR028050	family	Toxin in Odyssella and Amoebophilus
IPR028054	family	Protein of unknown function DUF4481
IPR028056	family	Colicin M
IPR028062	family	Kidney androgen-regulated protein
IPR028063	family	Scrapie-responsive protein 1
IPR028064	family	Transmembrane protein 154
IPR028065	family	Telomere repeats-binding bouquet formation protein 2
IPR028066	family	Transmembrane protein 187
IPR028067	family	Interleukin-32
IPR028068	family	Phosphoinositide-interacting protein
IPR028069	family	Transmembrane protein 89
IPR028070	family	G6B family
IPR028092	family	Retinal degeneration protein 3
IPR028099	family	Protein of unknown function DUF4577
IPR028101	family	Protein of unknown function DUF4616
IPR028102	family	Protein of unknown function DUF4652
IPR028103	family	Spatacsin
IPR028104	family	Protein of unknown function DUF4553
IPR028105	family	Protein of unknown function DUF4651
IPR028106	family	Protein of unknown function DUF4578
IPR028108	family	Protein of unknown function DUF4505
IPR028110	family	Transmembrane protein 254
IPR028111	family	Melanocortin-2 receptor accessory protein family
IPR028113	family	Protein of unknown function DUF4624
IPR028114	family	Protein of unknown function DUF4658
IPR028118	family	Chibby family
IPR028119	family	Snapin/Pallidin/Snn1
IPR028120	family	Apolipoprotein C-IV
IPR028121	family	TMEM213 family
IPR028122	family	FAM24 family
IPR028123	family	TMEM210 family
IPR028126	family	Spexin
IPR028127	family	Ripply family
IPR028128	family	Vasculin family
IPR028130	family	Dermcidin
IPR028131	family	Tubulinyl-Tyr carboxypeptidase
IPR028132	family	Tubulinyl-Tyr carboxypeptidase 1
IPR028133	family	Dynamitin
IPR028137	family	Syncollin
IPR028138	family	Neuropeptide S
IPR028139	family	Humanin family
IPR028140	family	Protein TraM
IPR028143	family	GET complex subunit Get2/sif1
IPR028145	family	Synaptonemal complex central element protein 3
IPR028147	family	Neuropeptide-like protein
IPR028148	family	Immunity protein 74
IPR028153	family	Transmembrane protein C12orf23, UPF0444
IPR028156	family	RPA-interacting protein
IPR028160	family	Ribosome biogenesis protein Slx9-like
IPR028161	family	Siroheme biosynthesis protein Met8
IPR028164	family	TMEM61 protein family
IPR028165	family	TMEM125 protein family
IPR028169	family	Raftlin family
IPR028170	family	Protein KASH5
IPR028172	family	Intraflagellar transport protein 20
IPR028173	family	Augurin
IPR028179	family	Tight junction-associated protein 1
IPR028181	family	SLP adapter and CSK-interacting membrane protein
IPR028183	family	Uncharacterised protein family UPF0640
IPR028184	family	Transcription cofactor vestigial-like protein 4
IPR028185	family	Immunity protein 70
IPR028186	family	Transmembrane protein 191B/C
IPR028188	family	Type IV pilin PilA
IPR028192	family	Bcl-2-modifying factor
IPR028193	family	Testis-expressed sequence 13 protein family
IPR028194	family	Coiled-coil domain-containing protein 167
IPR028195	family	Spermatid-specific manchette-related protein 1
IPR028196	family	Keratinocyte differentiation-associated protein
IPR028197	family	Syntaphilin/Syntabulin
IPR028198	family	Surfactant-associated protein 2
IPR028200	family	Immunity protein 31
IPR028205	family	Late cornified envelope protein
IPR028206	family	Psoriasis susceptibility 1 candidate 1
IPR028208	family	Effector protein NleD-like
IPR028209	family	LAMTOR1/MEH1
IPR028210	family	Fibroblast growth factor 1
IPR028211	family	Pre-mRNA-splicing factor Ntr2
IPR028212	family	Hypothetical glycosyl hydrolase 6
IPR028213	family	PTIP-associated protein 1
IPR028214	family	Testis-specific serine kinase substrate
IPR028215	family	Refilin family
IPR028216	family	DDB1- and CUL4-associated factor 16
IPR028218	family	JAB-like toxin 1
IPR028219	family	Spermatogenesis-associated protein 19, mitochondrial
IPR028221	family	Junctional protein associated with coronary artery disease
IPR028222	family	AP-5 complex subunit zeta-1
IPR028223	family	Fibroblast growth factor 2
IPR028224	family	Otospiralin
IPR028226	family	Protein LIN37
IPR028227	family	Uncharacterised protein family UPF0449
IPR028228	family	Immunity protein 53
IPR028232	family	Fibroblast growth factor 3
IPR028233	family	Cilia BBSome complex subunit 10
IPR028236	family	Ciliogenesis and planar polarity effector 1
IPR028237	family	Proline-rich protein 15
IPR028239	family	Fibroblast growth factor 4
IPR028240	family	Fibroblast growth factor 5
IPR028241	family	RAVE subunit 2/Rogdi
IPR028242	family	Fibroblast growth factor 6
IPR028245	family	Eisosome component PIL1/LSP1
IPR028246	family	Cation channel sperm-associated protein, subunit gamma
IPR028247	family	Fibroblast growth factor 7
IPR028248	family	Transmembrane protein 190
IPR028249	family	Fibroblast growth factor 8
IPR028251	family	Fibroblast growth factor 9
IPR028252	family	Fibroblast growth factor 10
IPR028253	family	Fibroblast growth factor 11
IPR028254	family	Fibroblast growth factor 12
IPR028255	family	Centromere protein T
IPR028257	family	Centrosomal protein of 126kDa
IPR028260	family	FAM177 family
IPR028262	family	CST complex subunit CTC1, plant
IPR028264	family	Immunity protein 15
IPR028265	family	TTDN1/Protein SICKLE
IPR028266	family	Tumor protein p53-inducible protein 11
IPR028268	family	Pianissimo family
IPR028271	family	RNA guanine-N7 methyltransferase activating subunit
IPR028276	family	Immunity protein 68
IPR028278	family	Modulator of retrovirus infection
IPR028279	family	Fibroblast growth factor 13
IPR028280	family	Protein Njmu-R1
IPR028284	family	Fibroblast growth factor 14
IPR028285	family	Fibroblast growth factor 16
IPR028287	family	Fibroblast growth factor 17
IPR028288	family	SCAR/WAVE family
IPR028289	family	Fibroblast growth factor 18
IPR028290	family	WASH1
IPR028291	family	Fibroblast growth factor 20
IPR028292	family	Fibroblast growth factor 21
IPR028296	family	Fibroblast growth factor 22
IPR028300	family	Holliday junction resolvase-related
IPR028304	family	Fibroblast growth factor 23
IPR028306	family	Protein ALWAYS EARLY, plant
IPR028307	family	Lin-54 family
IPR028308	family	Retinoblastoma-like protein 2
IPR028309	family	Retinoblastoma protein family
IPR028310	family	Retinoblastoma-like protein 1
IPR028312	family	Transcription factor E2F4
IPR028313	family	Transcription factor DP1
IPR028314	family	Transcription factor DP2
IPR028315	family	Transcription factor TFDP3
IPR028316	family	Transcription factor E2F5
IPR028318	family	Dual specificity tyrosine-phosphorylation-regulated kinase 1A/B
IPR028319	family	Apoptosis-stimulating of p53 protein 1
IPR028320	family	RelA-associated inhibitor
IPR028321	family	Shugoshin 1
IPR028324	family	Serine/threonine-protein kinase CTR1
IPR028325	family	Voltage-gated potassium channel
IPR028326	family	Tumor necrosis factor ligand superfamily member 6
IPR028328	family	Mas-related G protein-coupled receptor B8
IPR028331	family	ATP-dependent RNA helicase CHL1/DDX11
IPR028333	family	Ribosomal protein S17, archaeal/eukaryotic
IPR028334	family	G protein-coupled receptor 55 orphan
IPR028335	family	G protein-coupled receptor 18 orphan
IPR028336	family	Glucose-dependent insulinotropic receptor
IPR028337	family	Thiamine transporter 2
IPR028338	family	Thiamine transporter 1
IPR028339	family	Reduced folate transporter SLC19A1
IPR028340	family	E3 ubiquitin-protein ligase Mdm2
IPR028341	family	Complement factor B
IPR028342	family	Tetrahydromethanopterin S-methyltransferase subunit H
IPR028343	family	Fructose-1,6-bisphosphatase
IPR028344	family	Toxin-antitoxin system, toxin component ParE1/4
IPR028346	family	HAUS augmin-like complex subunit 2
IPR028347	family	START domain-containing protein
IPR028348	family	FAD dependent protein
IPR028349	family	Protein PafC
IPR028350	family	DNA replication protein DnaC/insertion sequence putative ATP-binding protein
IPR028351	family	Cyclolysin transport protein CyaE
IPR028352	family	Protozoan surface antigen, SAG1 family
IPR028353	family	Dihydroxyacetone phosphate acyltransferase
IPR028354	family	Glycerol-3-phosphate acyltransferase, PlsB
IPR028355	family	Estrogen receptor beta/gamma
IPR028356	family	UDP-glucose 6-dehydrogenase, eukaryotic type
IPR028357	family	UDP-glucose 6-dehydrogenase, bacterial type
IPR028358	family	GDP-mannose 6-dehydrogenase
IPR028359	family	UDP-N-acetyl-D-mannosamine/glucosamine dehydrogenase
IPR028361	family	GPI-anchor transamidase
IPR028362	family	Alginate O-acetyltransferase AlgI
IPR028363	family	DNA-directed RNA polymerase, subunit  RPB6
IPR028364	family	Ribosomal protein L1/ribosomal biogenesis protein
IPR028366	family	Phosphate transport system protein PhoU
IPR028367	family	Cyclin C/cyclin-like subunit Ssn8
IPR028370	family	60S ribosomal protein L22-like 1
IPR028371	family	Hyaluronan synthase 2
IPR028373	family	Ski-related oncogene Sno
IPR028376	family	SKI family transcriptional corepressor 2
IPR028378	family	Synaptotagmin-like protein 1
IPR028380	family	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1
IPR028381	family	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2
IPR028382	family	Inactive phospholipase C-like protein 2
IPR028385	family	Hyaluronan synthase 1
IPR028386	family	Centromere protein C/Mif2/cnp3
IPR028387	family	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-4
IPR028389	family	Protection of telomeres protein 1
IPR028391	family	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1
IPR028392	family	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1
IPR028393	family	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-2
IPR028394	family	CAP-Gly domain-containing linker protein 2
IPR028395	family	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase zeta-1
IPR028398	family	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1
IPR028399	family	CLIP-associating protein 1
IPR028400	family	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1
IPR028401	family	TOG array regulator of axonemal microtubules protein 1
IPR028403	family	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2
IPR028406	family	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3
IPR028407	family	Phosphoinositide phospholipase C, plant
IPR028410	family	Suppressor of cytokine signalling 2
IPR028411	family	Suppressor of cytokine signalling 1
IPR028412	family	Ras-related protein Ral
IPR028414	family	Suppressor of cytokine signalling 3
IPR028415	family	Adenylyl cyclase-associated protein CAP1
IPR028416	family	Suppressor of cytokine signalling 4
IPR028418	family	Adenylyl cyclase-associated protein CAP2
IPR028419	family	Adenylyl cyclase-associated protein CAP, fungal type
IPR028420	family	Suppressor of cytokine signalling 5
IPR028421	family	Suppressor of cytokine signalling 6
IPR028422	family	GREB1
IPR028423	family	Suppressor of cytokine signalling 7
IPR028424	family	Hypermethylated in cancer 1 protein
IPR028425	family	Cytokine-inducible SH2-containing protein
IPR028426	family	Huntingtin family
IPR028427	family	Peptide methionine sulfoxide reductase
IPR028428	family	Cytoskeleton-associated protein 4
IPR028430	family	Ubiquilin-2
IPR028431	family	NADP-reducing hydrogenase subunit HndA
IPR028432	family	Plakophilin-1
IPR028433	family	Parvin
IPR028434	family	Plakophilin-3
IPR028435	family	Plakophilin/Delta catenin
IPR028438	family	Drebrin
IPR028439	family	Catenin delta-1
IPR028440	family	Transcription factor TRPS1
IPR028441	family	14kDa phosphohistidine phosphatase
IPR028443	family	Plakophilin-4
IPR028444	family	Armadillo repeat protein deleted in velo-cardio-facial syndrome
IPR028445	family	CD2-associated protein
IPR028446	family	Juxtamembrane domain-associated catenin
IPR028448	family	Actin-binding LIM protein 1
IPR028449	family	Actin-binding LIM protein 3
IPR028450	family	Actin-binding LIM protein 2
IPR028452	family	Pleckstrin homology domain-containing family O member 1
IPR028453	family	Allograft inflammatory factor 1-like
IPR028455	family	ABI gene family member 3
IPR028456	family	Abl interactor 1
IPR028457	family	ABI family
IPR028458	family	Twinfilin
IPR028460	family	Tyramine beta-hydroxylase/Dopamine beta-hydroxylase
IPR028462	family	Desmoplakin
IPR028463	family	DBH-like monooxygenase protein 1
IPR028464	family	DBH-like monooxygenase protein 2
IPR028468	family	Structural maintenance of chromosomes protein 1
IPR028469	family	Interleukin-8
IPR028471	family	Eyes absent homologue 1
IPR028472	family	Eyes absent family
IPR028473	family	Eyes absent homologue 2
IPR028474	family	Protein S100-A8
IPR028475	family	Protein S100-A9
IPR028476	family	Protein S100-A10
IPR028477	family	Protein S100-A7
IPR028478	family	Eyes absent homologue 4
IPR028479	family	Eyes absent homologue 3
IPR028481	family	Protein S100-B
IPR028482	family	Protein S100-A11
IPR028483	family	Sodium/hydrogen exchanger 10
IPR028484	family	P2X receptor E
IPR028486	family	Protein S100-A1
IPR028487	family	Protein S100-A13
IPR028488	family	Protein S100-A3
IPR028489	family	Protein S100-G
IPR028490	family	Protein S100-Z
